"","median","90th_quantile","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40"
"MYH7",172,50,1,61,68,106,138,104,16,156,74,33,5,98,109,169,123,193,547,140,158,87,153,55,92,19,35,76,176,150,136,126,114,99,82,73,80,104,180,76,0,0
