"","median","90th_quantile","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
"SCNSA",21,0,0,15,9,9,12,15,5,1,0,17,3,2,4,1,4,7,1,5,8,5,7,0,13,14,20,14,6,0
