"","median","90th_quantile","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39"
"MYH6",175,53,62,211,26,97,128,196,15,175,92,53,2,24,41,141,139,126,101,152,36,62,144,109,243,146,147,97,158,20,34,30,54,57,124,193,72,150,67,0,0
